epoch,boundary_boundary_f1,boundary_loss,center_loss,learning_rate,loss,offset_loss,semantic_foreground_miou,semantic_iou_circle,semantic_iou_circle_full,semantic_iou_rectangle,semantic_iou_rectangle_concave,semantic_loss,semantic_mean_iou,semantic_pixel_accuracy,val_boundary_boundary_f1,val_boundary_loss,val_center_loss,val_loss,val_offset_loss,val_semantic_foreground_miou,val_semantic_iou_circle,val_semantic_iou_circle_full,val_semantic_iou_rectangle,val_semantic_iou_rectangle_concave,val_semantic_loss,val_semantic_mean_iou,val_semantic_pixel_accuracy
10,0.628564715385437,0.3404639661312103,0.7908867597579956,0.0002999806893058121,1.1080882549285889,0.015169153921306133,0.7608011960983276,0.7788659334182739,0.7999447584152222,0.7977391481399536,0.6666544675827026,0.15849334001541138,0.7989840507507324,0.9500707983970642,0.6902187466621399,0.3220686614513397,0.671521008014679,1.0245810747146606,0.006911643780767918,0.6884465217590332,0.8253147006034851,0.7324624061584473,0.6514307856559753,0.5445783734321594,0.21386587619781494,0.7396851181983948,0.9419170618057251
11,0.6359833478927612,0.3319954574108124,0.7456328272819519,0.0002999565622303635,1.043187141418457,0.013702931813895702,0.7885594964027405,0.8031919002532959,0.8081596493721008,0.8164607882499695,0.7264257669448853,0.144517719745636,0.8215859532356262,0.954534113407135,0.6957272291183472,0.31504684686660767,0.6437491178512573,0.9887721538543701,0.006319340784102678,0.6914768815040588,0.8386351466178894,0.7292370796203613,0.6515344977378845,0.5465006828308105,0.2095251828432083,0.7423852682113647,0.9429874420166016
12,0.6426905989646912,0.32556092739105225,0.6871137619018555,0.0002999228017870337,0.9669287204742432,0.01279530394822359,0.807121217250824,0.825262725353241,0.8270865678787231,0.8273903727531433,0.7487451434135437,0.13038209080696106,0.8369539976119995,0.9580621719360352,0.7022029757499695,0.3094484508037567,0.6637826561927795,1.0011694431304932,0.006328444927930832,0.699527382850647,0.8412343859672546,0.7680709362030029,0.6787197589874268,0.5100842118263245,0.20411518216133118,0.7485865950584412,0.9448500871658325
13,0.6482853889465332,0.3198842406272888,0.6472734212875366,0.00029987937887199223,0.9111394286155701,0.011912165209650993,0.8243354558944702,0.8442609310150146,0.834825336933136,0.8410491943359375,0.7772063612937927,0.11823400110006332,0.8509864807128906,0.9608983397483826,0.7056485414505005,0.30678603053092957,0.7110899686813354,1.0470335483551025,0.005778068210929632,0.7131153345108032,0.8524715900421143,0.7616634964942932,0.6862972974777222,0.5520288944244385,0.2045620232820511,0.7604160308837891,0.9484372735023499
14,0.6519341468811035,0.3162400424480438,0.6246119737625122,0.0002998263225890696,0.883032500743866,0.011292560957372189,0.8343348503112793,0.8450497984886169,0.8380939364433289,0.849717915058136,0.8044775724411011,0.11489351093769073,0.859259307384491,0.9627459049224854,0.70982426404953,0.3024125397205353,0.6737018823623657,1.002403736114502,0.005686253309249878,0.7166619300842285,0.8639991879463196,0.7511067986488342,0.691552996635437,0.5599886775016785,0.19920672476291656,0.7632099390029907,0.9486873149871826
15,0.6558493375778198,0.31217092275619507,0.5856899619102478,0.00029976360383443534,0.8331285715103149,0.010927938856184483,0.8453694581985474,0.858817458152771,0.8485978841781616,0.8568721413612366,0.8171904683113098,0.10623575747013092,0.8682147860527039,0.964358925819397,0.712090253829956,0.2987934350967407,0.7003960609436035,1.023301601409912,0.005327045917510986,0.7315331101417542,0.8654080033302307,0.7765154242515564,0.7235804796218872,0.5606284737586975,0.19539807736873627,0.775108814239502,0.9511886835098267
16,0.6581740379333496,0.30881771445274353,0.5659607648849487,0.0002996912517119199,0.8125542998313904,0.010262583382427692,0.8465455770492554,0.864841639995575,0.8463695049285889,0.8535863757133484,0.821384847164154,0.10775953531265259,0.8693647384643555,0.9647353887557983,0.714591383934021,0.2962530553340912,0.6734467148780823,0.9937604069709778,0.005132222548127174,0.7454783916473389,0.8677555322647095,0.7786636352539062,0.7300978302955627,0.6053964495658875,0.19411395490169525,0.786703884601593,0.9534009099006653
17,0.6609156131744385,0.3061181306838989,0.5419026613235474,0.00029960929532535374,0.7824171781539917,0.00986388511955738,0.8375219702720642,0.8282694220542908,0.8511539697647095,0.8640254735946655,0.8066393136978149,0.10324694216251373,0.8620867729187012,0.9643005132675171,0.7178354859352112,0.29353615641593933,0.6622941493988037,0.9827930927276611,0.005283888429403305,0.7623148560523987,0.8690697550773621,0.7834249138832092,0.7490969896316528,0.6476677060127258,0.19515830278396606,0.8004083633422852,0.9556291103363037
18,0.6650534272193909,0.3017951250076294,0.5352617502212524,0.0002995177055709064,0.7679710388183594,0.009501262567937374,0.8543793559074402,0.8615925312042236,0.8566672205924988,0.8697972893714905,0.8294602632522583,0.09769043326377869,0.8758743405342102,0.9667220711708069,0.7188940644264221,0.2929249405860901,0.6293339133262634,0.9413918852806091,0.0052390010096132755,0.7349231243133545,0.8705098032951355,0.7961309552192688,0.721583902835846,0.5514677166938782,0.187029629945755,0.778535008430481,0.9535101652145386
19,0.6672107577323914,0.29940685629844666,0.5119444727897644,0.0002994164824485779,0.7348039150238037,0.008825363591313362,0.8705710172653198,0.8812547326087952,0.8603512048721313,0.8741198778152466,0.8665585517883301,0.08977127820253372,0.889046311378479,0.9687496423721313,0.7214820981025696,0.290929913520813,0.5963619947433472,0.9029831290245056,0.004984861705452204,0.744076132774353,0.8758715987205505,0.8013983368873596,0.7495481967926025,0.5494863390922546,0.18277166783809662,0.7854272723197937,0.9540576934814453
20,0.670826256275177,0.2964335083961487,0.4890698194503784,0.00029930565506219864,0.7091709971427917,0.00866000447422266,0.8674831390380859,0.8818169832229614,0.8627411127090454,0.8736541867256165,0.8517203330993652,0.08844369649887085,0.886703372001648,0.9687308073043823,0.7230305075645447,0.2883184254169464,0.6394641995429993,0.9418815970420837,0.004874514881521463,0.7401622533798218,0.8770602345466614,0.789592981338501,0.7321099042892456,0.5618858933448792,0.17977839708328247,0.7827185392379761,0.9540817737579346
21,0.6728828549385071,0.2930505573749542,0.46790987253189087,0.0002991851943079382,0.680564284324646,0.008293207734823227,0.8729751706123352,0.8800145387649536,0.8673268556594849,0.8803293704986572,0.8642299175262451,0.08297567069530487,0.8912396430969238,0.9698330163955688,0.723193347454071,0.2886642813682556,0.5485529899597168,0.8497182130813599,0.004480249714106321,0.7469932436943054,0.8775050640106201,0.7937712669372559,0.7520713806152344,0.5646251440048218,0.17897894978523254,0.7881360054016113,0.9551060795783997
22,0.6739614009857178,0.29223358631134033,0.46320611238479614,0.00029905515839345753,0.6796818375587463,0.008168614469468594,0.8704468011856079,0.8854068517684937,0.8654659390449524,0.8792868852615356,0.8516278266906738,0.08723665773868561,0.8891702890396118,0.9694957733154297,0.723989725112915,0.28699105978012085,0.6172932386398315,0.918285608291626,0.004390921909362078,0.7377986907958984,0.8836944699287415,0.7743867039680481,0.7396571040153503,0.5534565448760986,0.1796094924211502,0.7807599902153015,0.9537165760993958
23,0.6773509979248047,0.28887197375297546,0.45659732818603516,0.0002989155473187566,0.6631320118904114,0.007691041566431522,0.876733660697937,0.8798865675926208,0.8723052144050598,0.8859091997146606,0.8688337206840515,0.07945960015058517,0.8944669961929321,0.970893144607544,0.7246822118759155,0.2862005829811096,0.6396841406822205,0.9453903436660767,0.004347150679677725,0.7260821461677551,0.8836126923561096,0.7715591192245483,0.725160539150238,0.5239964127540588,0.1847049742937088,0.7714678049087524,0.952652096748352
24,0.6793542504310608,0.28708940744400024,0.44942542910575867,0.0002987663319800049,0.6593257784843445,0.0077917203307151794,0.8737989664077759,0.8753405213356018,0.8714239001274109,0.8832849264144897,0.8651465773582458,0.08328714221715927,0.8920604586601257,0.9704132080078125,0.7272068858146667,0.2834010720252991,0.6185424327850342,0.9308134913444519,0.004391969181597233,0.7223345041275024,0.8804157376289368,0.7891621589660645,0.725452184677124,0.4943080544471741,0.19232289493083954,0.7684919238090515,0.952752411365509
25,0.6820876598358154,0.28417110443115234,0.4326655864715576,0.00029860754148103297,0.6349179148674011,0.00723192049190402,0.8834116458892822,0.8866829872131348,0.8746636509895325,0.8882110714912415,0.8840887546539307,0.07766666263341904,0.8999824523925781,0.971916675567627,0.7276249527931213,0.28328707814216614,0.6199478507041931,0.9244018197059631,0.004295556806027889,0.7373647093772888,0.8829632997512817,0.8124665021896362,0.744178831577301,0.5098502039909363,0.18469569087028503,0.780544638633728,0.9549264311790466
26,0.6820254325866699,0.28393808007240295,0.44141462445259094,0.0002984392049256712,0.6410549879074097,0.007129096891731024,0.888940155506134,0.8996759057044983,0.8712052702903748,0.8882048726081848,0.896674394607544,0.07531429827213287,0.9044986963272095,0.9725018739700317,0.7284798622131348,0.28118282556533813,0.7238113284111023,1.0443048477172852,0.004046187270432711,0.7139925360679626,0.8801977634429932,0.7497459053993225,0.7051495313644409,0.520876944065094,0.20195086300373077,0.7620766162872314,0.9514138102531433
27,0.6853708624839783,0.2807302474975586,0.40475624799728394,0.00029826132231391966,0.6003843545913696,0.006835852283984423,0.8820254802703857,0.8841635584831238,0.8782399296760559,0.8924095034599304,0.8732888698577881,0.073018878698349,0.8990095257759094,0.9722906351089478,0.7297983169555664,0.27938419580459595,0.6416469216346741,0.9388591647148132,0.004106929060071707,0.7415369749069214,0.8854179382324219,0.8079884648323059,0.7426048517227173,0.5301366448402405,0.17929773032665253,0.7842429876327515,0.9559527039527893
28,0.6860699653625488,0.279884934425354,0.4063473045825958,0.0002980738936457783,0.599380373954773,0.006838739849627018,0.8909465074539185,0.8971731066703796,0.8796101212501526,0.8936061263084412,0.8933965563774109,0.07078950107097626,0.9061749577522278,0.9731453061103821,0.7283041477203369,0.28216779232025146,0.632384717464447,0.9152609705924988,0.003891154658049345,0.7562382221221924,0.8859827518463135,0.8211845755577087,0.7756059765815735,0.5421796441078186,0.16417236626148224,0.7962585687637329,0.9585236310958862
29,0.6873631477355957,0.2786799967288971,0.4018412232398987,0.0002978769189212471,0.5971595644950867,0.006656331941485405,0.886184811592102,0.8915265798568726,0.873279869556427,0.8912326097488403,0.8887003660202026,0.07382030785083771,0.9023793339729309,0.9726118445396423,0.7308003306388855,0.27843257784843445,0.6183262467384338,0.8952065110206604,0.003858307609334588,0.7432533502578735,0.8903669118881226,0.8279960751533508,0.7557034492492676,0.4989470839500427,0.15971972048282623,0.7856121063232422,0.9566211700439453
30,0.6884499192237854,0.27780473232269287,0.38876035809516907,0.00029767045634798706,0.5808318853378296,0.006377015262842178,0.8942053914070129,0.9008327126502991,0.8764241933822632,0.8952157497406006,0.9043488502502441,0.07131162285804749,0.9088306427001953,0.9735222458839417,0.7316169738769531,0.27687811851501465,0.5876513123512268,0.8645510673522949,0.0036704707890748978,0.7418526411056519,0.8875464200973511,0.8198707699775696,0.7526883482933044,0.5073049664497375,0.16064263880252838,0.7849317789077759,0.957091212272644
31,0.6907237768173218,0.2750321626663208,0.3810238242149353,0.00029745447682216763,0.5681099891662598,0.00608872389420867,0.8993909358978271,0.9092784523963928,0.8776800036430359,0.8976351022720337,0.9129700064659119,0.0681486427783966,0.913200855255127,0.9744955897331238,0.7331312894821167,0.27446553111076355,0.5389378070831299,0.8080821633338928,0.003592916764318943,0.7603669762611389,0.8896377086639404,0.8243466019630432,0.7622466087341309,0.5652369260787964,0.15396897494792938,0.7999736070632935,0.9594889283180237
32,0.6931894421577454,0.2726512849330902,0.36058318614959717,0.0002972290094476193,0.5447770357131958,0.005951329134404659,0.8965637683868408,0.9001768827438354,0.8838358521461487,0.9006620049476624,0.9015802145004272,0.06613831967115402,0.9109805226325989,0.9745702147483826,0.7345989942550659,0.2743740975856781,0.5505625009536743,0.8283199667930603,0.0036040176637470722,0.748270571231842,0.8882813453674316,0.8297827839851379,0.7550589442253113,0.5199592709541321,0.16260261833667755,0.7899142503738403,0.9577136635780334
33,0.6953237652778625,0.27028295397758484,0.36635783314704895,0.00029699408332817256,0.546389639377594,0.005773256998509169,0.9008218050003052,0.9094794988632202,0.8854150176048279,0.8999624848365784,0.9084298610687256,0.06352092325687408,0.9144129753112793,0.9749830961227417,0.7334346175193787,0.2749107778072357,0.5601266026496887,0.8421393036842346,0.0039818501099944115,0.7725098133087158,0.888063907623291,0.8198173642158508,0.7697257399559021,0.6124322414398193,0.1660752296447754,0.8091086149215698,0.9592810869216919
34,0.6948331594467163,0.27038171887397766,0.3663173019886017,0.00029674969846382737,0.5502644181251526,0.005873938091099262,0.8917005062103271,0.8946889042854309,0.884896457195282,0.8988582491874695,0.8883587121963501,0.0669146180152893,0.9071080088615417,0.9741770625114441,0.7352551221847534,0.2726408839225769,0.5511397123336792,0.8464701175689697,0.0034967840183526278,0.7511612176895142,0.8897813558578491,0.8147285580635071,0.7501411437988281,0.5499937534332275,0.18102863430976868,0.7924306392669678,0.9580862522125244
35,0.6967204213142395,0.26889175176620483,0.3414362072944641,0.00029649585485458374,0.5226031541824341,0.005676437634974718,0.8981789946556091,0.9001434445381165,0.8844527006149292,0.9009903073310852,0.9071294665336609,0.0650387853384018,0.9124084711074829,0.9749672412872314,0.7355325222015381,0.2720071077346802,0.5655792951583862,0.8639957904815674,0.003658207366243005,0.7438610792160034,0.887018620967865,0.8188039660453796,0.750594973564148,0.5190268158912659,0.18412645161151886,0.7862035632133484,0.9566736817359924
36,0.6990084648132324,0.26702913641929626,0.3432053029537201,0.0002962326107081026,0.5213859677314758,0.005622324533760548,0.8994020819664001,0.9047691226005554,0.8871729969978333,0.9035236239433289,0.9021425247192383,0.06287173926830292,0.9134038686752319,0.9752901196479797,0.7354171872138977,0.27112099528312683,0.5856683254241943,0.8802306056022644,0.003644051030278206,0.7699381113052368,0.8897022604942322,0.8190991282463074,0.7543113827705383,0.6166396141052246,0.18064771592617035,0.8075646162033081,0.9598415493965149
37,0.6996283531188965,0.2661764323711395,0.3367452621459961,0.00029595993692055345,0.5150389671325684,0.005493677221238613,0.896289587020874,0.9010177850723267,0.8872314691543579,0.9029190540313721,0.8939898014068604,0.06357397139072418,0.9108954668045044,0.9749610424041748,0.7383893728256226,0.2678459882736206,0.6405627131462097,0.9220530390739441,0.003737224265933037,0.7636604905128479,0.8884274363517761,0.8325480222702026,0.7713246941566467,0.5623417496681213,0.16874530911445618,0.8021089434623718,0.9591451287269592
38,0.7015568017959595,0.26483869552612305,0.3225100636482239,0.00029567789169959724,0.49737218022346497,0.005457632709294558,0.9033688306808472,0.9113127589225769,0.8884704113006592,0.9023573994636536,0.9113346338272095,0.060716692358255386,0.9166563153266907,0.9757193326950073,0.7361475229263306,0.27093422412872314,0.6029380559921265,0.8819763660430908,0.0033795053604990244,0.7594611644744873,0.8916301727294922,0.8140894770622253,0.778978705406189,0.5531463623046875,0.1655956357717514,0.7989674806594849,0.9591012001037598
39,0.702332615852356,0.2638935446739197,0.33664214611053467,0.0002953864459414035,0.515236496925354,0.005490976385772228,0.8960957527160645,0.9010627269744873,0.8858107328414917,0.9022842049598694,0.8952252268791199,0.06476980447769165,0.9108123779296875,0.9750658273696899,0.7373529076576233,0.2702019512653351,0.5843462944030762,0.8575130105018616,0.0035665552131831646,0.7718745470046997,0.8914150595664978,0.8235700130462646,0.7803019285202026,0.592211127281189,0.15973590314388275,0.809259295463562,0.9610047340393066
40,0.7041987180709839,0.26198506355285645,0.31531786918640137,0.0002950856869574636,0.4851795732975006,0.005160604603588581,0.9064939022064209,0.9146144986152649,0.8908790946006775,0.9059253334999084,0.9145566821098328,0.05731257423758507,0.9192255139350891,0.9762755632400513,0.73480224609375,0.2725026607513428,0.5532607436180115,0.8327761292457581,0.0035093962214887142,0.7735852003097534,0.8911306262016296,0.8221960067749023,0.7751847505569458,0.6058293581008911,0.16524995863437653,0.8104599118232727,0.9606947898864746
41,0.7049209475517273,0.26094505190849304,0.32098376750946045,0.00029477555654011667,0.49123990535736084,0.0050772568210959435,0.9069815874099731,0.9108747839927673,0.8875530958175659,0.9073794484138489,0.9221189022064209,0.05818594619631767,0.9197378158569336,0.9765625,0.7351162433624268,0.2714536190032959,0.5797255039215088,0.8712829351425171,0.0034250798635184765,0.7596802115440369,0.8926773071289062,0.8165274858474731,0.7676197290420532,0.5618963837623596,0.17783814668655396,0.799328625202179,0.959402322769165
42,0.7070481777191162,0.259337455034256,0.30476540327072144,0.000294456142000854,0.4753131568431854,0.005042411386966705,0.9052243232727051,0.9127189517021179,0.8908537030220032,0.9057844877243042,0.9115403294563293,0.05935186147689819,0.9182990193367004,0.9763618111610413,0.7370176911354065,0.2697688341140747,0.5969445109367371,0.8761999607086182,0.003236464923247695,0.7679833173751831,0.8918924331665039,0.8237031102180481,0.7738924622535706,0.5824450850486755,0.16649287939071655,0.8058493733406067,0.960030734539032
43,0.7077155709266663,0.2579192519187927,0.30116310715675354,0.0002941274142358452,0.4695837199687958,0.004924029111862183,0.9063298106193542,0.9133983254432678,0.8929071426391602,0.9077503085136414,0.9112637639045715,0.057853929698467255,0.9192735552787781,0.9767434000968933,0.7368436455726624,0.2709028422832489,0.5930014252662659,0.8744642734527588,0.003287465311586857,0.7641763687133789,0.8919034600257874,0.8219135403633118,0.7736439108848572,0.5692445039749146,0.16817046701908112,0.8026660084724426,0.9593924880027771
44,0.7090682983398438,0.2574656903743744,0.3023991286754608,0.00029378943145275116,0.4718209207057953,0.004889887757599354,0.9011121988296509,0.90445876121521,0.8918755650520325,0.9066411256790161,0.9014732837677002,0.05901782587170601,0.9151402711868286,0.976364016532898,0.736735999584198,0.27032649517059326,0.5896012783050537,0.8635424971580505,0.0031364511232823133,0.755509078502655,0.8911377191543579,0.8312814235687256,0.775091290473938,0.5245258808135986,0.1611061692237854,0.7960439920425415,0.9594800472259521
45,0.7103074789047241,0.25584742426872253,0.28438347578048706,0.0002934421645477414,0.4462803304195404,0.004785713739693165,0.9140926003456116,0.9180002808570862,0.8933247327804565,0.9112930297851562,0.9337525367736816,0.052328649908304214,0.9255954027175903,0.9776831269264221,0.7366586327552795,0.27093416452407837,0.5980045199394226,0.8853175044059753,0.0031895677093416452,0.759920597076416,0.8906453251838684,0.8295180797576904,0.7763292789459229,0.5431896448135376,0.17415466904640198,0.7994008660316467,0.9595698118209839
46,0.7105269432067871,0.25530898571014404,0.28984808921813965,0.00029308570083230734,0.45410826802253723,0.004672077484428883,0.9102417230606079,0.9171007871627808,0.8910655975341797,0.9085057973861694,0.924294650554657,0.05506811663508415,0.922458827495575,0.9771521091461182,0.7389944195747375,0.2683369219303131,0.6182228326797485,0.8974475264549255,0.0032992959022521973,0.7803369164466858,0.892867386341095,0.8204792737960815,0.7696605324745178,0.6383403539657593,0.16694046556949615,0.8161464929580688,0.961559534072876
47,0.7134814858436584,0.2536678910255432,0.28115156292915344,0.0002927200112026185,0.44301602244377136,0.004546193405985832,0.9142187237739563,0.9222391247749329,0.8957844972610474,0.9127224087715149,0.9261290431022644,0.05353293567895889,0.925761342048645,0.9779453277587891,0.7396888732910156,0.26904213428497314,0.6737690567970276,0.9648683071136475,0.0032905638217926025,0.7561073303222656,0.8920130729675293,0.8148237466812134,0.7573092579841614,0.5602831244468689,0.17854687571525574,0.7961780428886414,0.9581959843635559
48,0.7147318124771118,0.25108668208122253,0.270757257938385,0.00029234515386633575,0.43130210041999817,0.0044281682930886745,0.9138542413711548,0.9206493496894836,0.8936484456062317,0.9117017388343811,0.9294174313545227,0.053420115262269974,0.9255129098892212,0.9779391288757324,0.739870011806488,0.26910096406936646,0.5922566056251526,0.8877964019775391,0.0031629125587642193,0.7516969442367554,0.8938882350921631,0.8278967142105103,0.7500783801078796,0.5349245071411133,0.18315503001213074,0.7929908037185669,0.9586573243141174
49,0.7140711545944214,0.25224918127059937,0.2851680815219879,0.0002919611579272896,0.44555625319480896,0.004536740481853485,0.9130024909973145,0.9180693626403809,0.8914965987205505,0.9108896851539612,0.9315541982650757,0.05266730859875679,0.9248188138008118,0.9777730703353882,0.7423089742660522,0.2663547098636627,0.6233122944831848,0.906238853931427,0.003126680850982666,0.7540282607078552,0.8927804231643677,0.8264936804771423,0.7584397792816162,0.5383992195129395,0.1716947704553604,0.7946581840515137,0.9585513472557068
50,0.715598464012146,0.2517787516117096,0.27357667684555054,0.0002915679942816496,0.4342212378978729,0.004527246579527855,0.9120156168937683,0.9189046025276184,0.8946409821510315,0.9102081060409546,0.9243086576461792,0.05330740660429001,0.9240110516548157,0.9776528477668762,0.7420049905776978,0.26587799191474915,0.5865824222564697,0.8462552428245544,0.002854669000953436,0.7723034024238586,0.8948785662651062,0.8299899697303772,0.7763325572013855,0.5880125164985657,0.14903974533081055,0.8099797368049622,0.9617987871170044
51,0.7165412306785583,0.2495587170124054,0.2626347839832306,0.0002911657502409071,0.41984498500823975,0.0043363929726183414,0.9153401851654053,0.9192867279052734,0.8963562250137329,0.9148592352867126,0.9308584332466125,0.05082007497549057,0.9267509579658508,0.9782918691635132,0.7405078411102295,0.26700204610824585,0.5668978691101074,0.8388232588768005,0.002821817761287093,0.7695683240890503,0.8933534026145935,0.8332492709159851,0.7762455940246582,0.57542484998703,0.1608923077583313,0.8077641725540161,0.9616889953613281
52,0.7177057266235352,0.24922975897789001,0.2666676342487335,0.0002907543967012316,0.4267127811908722,0.004353139083832502,0.9117436408996582,0.9177703857421875,0.8969002962112427,0.9126439690589905,0.9196597337722778,0.053813934326171875,0.9238523244857788,0.9778803586959839,0.740907609462738,0.26752176880836487,0.6275122165679932,0.9035636782646179,0.0031022140756249428,0.7847737073898315,0.8917800784111023,0.8160657286643982,0.7925102710723877,0.6387385129928589,0.1643894910812378,0.8195862770080566,0.9619942903518677
53,0.7188907861709595,0.24782656133174896,0.26496991515159607,0.00029033402097411454,0.4231760501861572,0.004324288573116064,0.9124064445495605,0.916339635848999,0.8975471258163452,0.9143736362457275,0.9213652610778809,0.052711501717567444,0.9244757890701294,0.9782055020332336,0.7415423393249512,0.2664220631122589,0.660416305065155,0.9371947646141052,0.0032661359291523695,0.7628569006919861,0.8923184275627136,0.8180897235870361,0.7923269867897034,0.5486923456192017,0.165310800075531,0.802137553691864,0.9606316089630127
54,0.7200803160667419,0.2465054839849472,0.2648439407348633,0.00028990459395572543,0.42207127809524536,0.004202092532068491,0.916520357131958,0.9243394136428833,0.8966842293739319,0.9149183630943298,0.9301391839981079,0.05225517973303795,0.9278172254562378,0.9786367416381836,0.7437183856964111,0.26476529240608215,0.6457328200340271,0.9183430075645447,0.003220884595066309,0.778721272945404,0.892822265625,0.8240835666656494,0.7919338941574097,0.6060453653335571,0.16187289357185364,0.8148069381713867,0.9619261622428894
